"Technology","Size","Model_year","Scenario","Simulation","Value","Unit"
"ICEV-G","Light truck",2039,"Default","No weight control",2222.74124500251,"kg"
"ICEV-G","Car",2040,"Default","No weight control",1720.86790035872,"kg"
"ICEV-G","Light truck",2040,"Default","No weight control",2228.50213592737,"kg"
"ICEV-G","Car",2041,"Default","No weight control",1726.70983067427,"kg"
"ICEV-G","Light truck",2041,"Default","No weight control",2234.26234241649,"kg"
"ICEV-G","Car",2042,"Default","No weight control",1732.55070641216,"kg"
"ICEV-G","Light truck",2042,"Default","No weight control",2240.02186737224,"kg"
"ICEV-G","Car",2043,"Default","No weight control",1738.39053346297,"kg"
"ICEV-G","Light truck",2043,"Default","No weight control",2245.78071367673,"kg"
"ICEV-G","Car",2044,"Default","No weight control",1744.22931766305,"kg"
"ICEV-G","Light truck",2044,"Default","No weight control",2251.53888419206,"kg"
"ICEV-G","Car",2045,"Default","No weight control",1750.06706479518,"kg"
"ICEV-G","Light truck",2045,"Default","No weight control",2257.29638176052,"kg"
"ICEV-G","Car",2046,"Default","No weight control",1755.9037805893,"kg"
"ICEV-G","Light truck",2046,"Default","No weight control",2263.05320920471,"kg"
"ICEV-G","Car",2047,"Default","No weight control",1761.73947072316,"kg"
"ICEV-G","Light truck",2047,"Default","No weight control",2268.80936932781,"kg"
"ICEV-G","Car",2048,"Default","No weight control",1767.57414082297,"kg"
"ICEV-G","Light truck",2048,"Default","No weight control",2274.56486491373,"kg"
"ICEV-G","Car",2049,"Default","No weight control",1773.40779646408,"kg"
"ICEV-G","Light truck",2049,"Default","No weight control",2280.3196987273,"kg"
"ICEV-G","Car",2050,"Default","No weight control",1779.24044317161,"kg"
"ICEV-G","Light truck",2050,"Default","No weight control",2286.07387351445,"kg"
