"Technology","Size","Model_year","Scenario","Simulation","Value","Unit"
"ICEV-G","Light truck",1986,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1987,"Default","High weight control",9.8820465355675,"L/100km"
"ICEV-G","Light truck",1987,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1988,"Default","High weight control",9.74044728558416,"L/100km"
"ICEV-G","Light truck",1988,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1989,"Default","High weight control",9.92209728763206,"L/100km"
"ICEV-G","Light truck",1989,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1990,"Default","High weight control",10.0811918484915,"L/100km"
"ICEV-G","Light truck",1990,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1991,"Default","High weight control",10.0423233047174,"L/100km"
"ICEV-G","Light truck",1991,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1992,"Default","High weight control",10.196555933196,"L/100km"
"ICEV-G","Light truck",1992,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1993,"Default","High weight control",10.026564164641,"L/100km"
"ICEV-G","Light truck",1993,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1994,"Default","High weight control",10.106746088017,"L/100km"
"ICEV-G","Light truck",1994,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1995,"Default","High weight control",10.0341525602076,"L/100km"
"ICEV-G","Light truck",1995,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1996,"Default","High weight control",10.0832066730649,"L/100km"
"ICEV-G","Light truck",1996,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1997,"Default","High weight control",10.0659968656514,"L/100km"
"ICEV-G","Light truck",1997,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1998,"Default","High weight control",10.0726809335944,"L/100km"
"ICEV-G","Light truck",1998,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1999,"Default","High weight control",10.3672814827364,"L/100km"
"ICEV-G","Light truck",1999,"Default","High weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",2000,"Default","High weight control",10.4569213586246,"L/100km"
"ICEV-G","Light truck",2000,"Default","High weight control",13.9679103886248,"L/100km"
"ICEV-G","Car",2001,"Default","High weight control",10.4024268065219,"L/100km"
"ICEV-G","Light truck",2001,"Default","High weight control",14.2447278198807,"L/100km"
"ICEV-G","Car",2002,"Default","High weight control",10.3391395579159,"L/100km"
"ICEV-G","Light truck",2002,"Default","High weight control",14.2724576607657,"L/100km"
"ICEV-G","Car",2003,"Default","High weight control",10.2348039408151,"L/100km"
"ICEV-G","Light truck",2003,"Default","High weight control",14.0996157155374,"L/100km"
"ICEV-G","Car",2004,"Default","High weight control",10.3003947293371,"L/100km"
"ICEV-G","Light truck",2004,"Default","High weight control",14.2473487941724,"L/100km"
"ICEV-G","Car",2005,"Default","High weight control",10.1729958506811,"L/100km"
"ICEV-G","Light truck",2005,"Default","High weight control",13.9231421283106,"L/100km"
"ICEV-G","Car",2006,"Default","High weight control",10.2341705099596,"L/100km"
"ICEV-G","Light truck",2006,"Default","High weight control",13.702617780597,"L/100km"
"ICEV-G","Car",2007,"Default","High weight control",9.92445660672369,"L/100km"
"ICEV-G","Light truck",2007,"Default","High weight control",13.5590503033814,"L/100km"
"ICEV-G","Car",2008,"Default","High weight control",9.85077820071075,"L/100km"
"ICEV-G","Light truck",2008,"Default","High weight control",13.2142217304522,"L/100km"
"ICEV-G","Car",2009,"Default","High weight control",9.43466301569216,"L/100km"
"ICEV-G","Light truck",2009,"Default","High weight control",12.7019621860636,"L/100km"
"ICEV-G","Car",2010,"Default","High weight control",9.17268735301316,"L/100km"
"ICEV-G","Light truck",2010,"Default","High weight control",12.5392758981193,"L/100km"
"ICEV-G","Car",2011,"Default","High weight control",9.29863159914992,"L/100km"
"ICEV-G","Light truck",2011,"Default","High weight control",12.3262054639229,"L/100km"
"ICEV-G","Car",2012,"Default","High weight control",8.80335064764682,"L/100km"
"ICEV-G","Light truck",2012,"Default","High weight control",12.211367712477,"L/100km"
"ICEV-G","Car",2013,"Default","High weight control",8.58333422490277,"L/100km"
"ICEV-G","Light truck",2013,"Default","High weight control",11.9156281655131,"L/100km"
"ICEV-G","Car",2014,"Default","High weight control",8.59581393010997,"L/100km"
"ICEV-G","Light truck",2014,"Default","High weight control",11.5800100083282,"L/100km"
"ICEV-G","Car",2015,"Default","High weight control",8.4130358551176,"L/100km"
"ICEV-G","Light truck",2015,"Default","High weight control",11.1897254615892,"L/100km"
"ICEV-G","Car",2016,"Default","High weight control",8.31737932931372,"L/100km"
"ICEV-G","Light truck",2016,"Default","High weight control",11.1111295938864,"L/100km"
"ICEV-G","Car",2017,"Default","High weight control",8.18387474004298,"L/100km"
"ICEV-G","Light truck",2017,"Default","High weight control",11.0275937501177,"L/100km"
"ICEV-G","Car",2018,"Default","High weight control",8.18387474004298,"L/100km"
"ICEV-G","Light truck",2018,"Default","High weight control",11.0275937501177,"L/100km"
"ICEV-G","Car",2019,"Default","High weight control",8.18387474004298,"L/100km"
"ICEV-G","Light truck",2019,"Default","High weight control",11.0275937501177,"L/100km"
"ICEV-G","Car",2020,"Default","High weight control",8.12918133565685,"L/100km"
"ICEV-G","Light truck",2020,"Default","High weight control",10.9537838494966,"L/100km"
"ICEV-G","Car",2021,"Default","High weight control",8.07807307909692,"L/100km"
"ICEV-G","Light truck",2021,"Default","High weight control",10.8848264694693,"L/100km"
"ICEV-G","Car",2022,"Default","High weight control",8.03028492957096,"L/100km"
"ICEV-G","Light truck",2022,"Default","High weight control",10.820362894304,"L/100km"
"ICEV-G","Car",2023,"Default","High weight control",7.98557328756857,"L/100km"
"ICEV-G","Light truck",2023,"Default","High weight control",10.7600633748155,"L/100km"
"ICEV-G","Car",2024,"Default","High weight control",7.94371410829703,"L/100km"
"ICEV-G","Light truck",2024,"Default","High weight control",10.7036245840709,"L/100km"
"ICEV-G","Car",2025,"Default","High weight control",7.90450119462895,"L/100km"
"ICEV-G","Light truck",2025,"Default","High weight control",10.6507673151825,"L/100km"
"ICEV-G","Car",2026,"Default","High weight control",7.86774465126948,"L/100km"
"ICEV-G","Light truck",2026,"Default","High weight control",10.6012343964522,"L/100km"
"ICEV-G","Car",2027,"Default","High weight control",7.83326948383321,"L/100km"
"ICEV-G","Light truck",2027,"Default","High weight control",10.5547888018276,"L/100km"
"ICEV-G","Car",2028,"Default","High weight control",7.80091432827369,"L/100km"
"ICEV-G","Light truck",2028,"Default","High weight control",10.5112119370145,"L/100km"
"ICEV-G","Car",2029,"Default","High weight control",7.77053029765997,"L/100km"
"ICEV-G","Light truck",2029,"Default","High weight control",10.470302083694,"L/100km"
"ICEV-G","Car",2030,"Default","High weight control",7.74197993467114,"L/100km"
"ICEV-G","Light truck",2030,"Default","High weight control",10.4318729861595,"L/100km"
"ICEV-G","Car",2031,"Default","High weight control",7.71513625940162,"L/100km"
"ICEV-G","Light truck",2031,"Default","High weight control",10.3957525663423,"L/100km"
"ICEV-G","Car",2032,"Default","High weight control",7.68988190315626,"L/100km"
"ICEV-G","Light truck",2032,"Default","High weight control",10.361781754667,"L/100km"
"ICEV-G","Car",2033,"Default","High weight control",7.66610831988152,"L/100km"
"ICEV-G","Light truck",2033,"Default","High weight control",10.3298134254807,"L/100km"
"ICEV-G","Car",2034,"Default","High weight control",7.64371506773999,"L/100km"
"ICEV-G","Light truck",2034,"Default","High weight control",10.2997114269693,"L/100km"
"ICEV-G","Car",2035,"Default","High weight control",7.62260915410392,"L/100km"
"ICEV-G","Light truck",2035,"Default","High weight control",10.2713496965041,"L/100km"
"ICEV-G","Car",2036,"Default","High weight control",7.6027044379287,"L/100km"
"ICEV-G","Light truck",2036,"Default","High weight control",10.2446114532933,"L/100km"
"ICEV-G","Car",2037,"Default","High weight control",7.58392108407948,"L/100km"
"ICEV-G","Light truck",2037,"Default","High weight control",10.2193884610326,"L/100km"
"ICEV-G","Car",2038,"Default","High weight control",7.56618506473117,"L/100km"
"ICEV-G","Light truck",2038,"Default","High weight control",10.1955803539907,"L/100km"
"ICEV-G","Car",2039,"Default","High weight control",7.54942770345111,"L/100km"
"ICEV-G","Light truck",2039,"Default","High weight control",10.1730940206204,"L/100km"
"ICEV-G","Car",2040,"Default","High weight control",7.53358525801188,"L/100km"
"ICEV-G","Light truck",2040,"Default","High weight control",10.1518430393784,"L/100km"
"ICEV-G","Car",2041,"Default","High weight control",7.5185985383728,"L/100km"
"ICEV-G","Light truck",2041,"Default","High weight control",10.131747161963,"L/100km"
"ICEV-G","Car",2042,"Default","High weight control",7.50441255662044,"L/100km"
"ICEV-G","Light truck",2042,"Default","High weight control",10.1127318396506,"L/100km"
"ICEV-G","Car",2043,"Default","High weight control",7.49097620597255,"L/100km"
"ICEV-G","Light truck",2043,"Default","High weight control",10.0947277888348,"L/100km"
"ICEV-G","Car",2044,"Default","High weight control",7.47834982377594,"L/100km"
"ICEV-G","Light truck",2044,"Default","High weight control",10.0776705922535,"L/100km"
"ICEV-G","Car",2045,"Default","High weight control",7.46637459188196,"L/100km"
"ICEV-G","Light truck",2045,"Default","High weight control",10.0615003327254,"L/100km"
"ICEV-G","Car",2046,"Default","High weight control",7.45500988681765,"L/100km"
"ICEV-G","Light truck",2046,"Default","High weight control",10.046161256527,"L/100km"
"ICEV-G","Car",2047,"Default","High weight control",7.44421788031951,"L/100km"
"ICEV-G","Light truck",2047,"Default","High weight control",10.0316983606291,"L/100km"
"ICEV-G","Car",2048,"Default","High weight control",7.43396333329966,"L/100km"
"ICEV-G","Light truck",2048,"Default","High weight control",10.0179605664191,"L/100km"
"ICEV-G","Car",2049,"Default","High weight control",7.42421340607826,"L/100km"
"ICEV-G","Light truck",2049,"Default","High weight control",10.0049032836385,"L/100km"
"ICEV-G","Car",2050,"Default","High weight control",7.41493748349677,"L/100km"
"ICEV-G","Light truck",2050,"Default","High weight control",9.99248495056866,"L/100km"
"ICEV-G","Car",1985,"Default","No weight control",9.92433099374693,"L/100km"
"ICEV-G","Light truck",1985,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1986,"Default","No weight control",9.92433099374693,"L/100km"
"ICEV-G","Light truck",1986,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1987,"Default","No weight control",9.8820465355675,"L/100km"
"ICEV-G","Light truck",1987,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1988,"Default","No weight control",9.74044728558416,"L/100km"
"ICEV-G","Light truck",1988,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1989,"Default","No weight control",9.92209728763206,"L/100km"
"ICEV-G","Light truck",1989,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1990,"Default","No weight control",10.0811918484915,"L/100km"
"ICEV-G","Light truck",1990,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1991,"Default","No weight control",10.0423233047174,"L/100km"
"ICEV-G","Light truck",1991,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1992,"Default","No weight control",10.196555933196,"L/100km"
"ICEV-G","Light truck",1992,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1993,"Default","No weight control",10.026564164641,"L/100km"
"ICEV-G","Light truck",1993,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1994,"Default","No weight control",10.106746088017,"L/100km"
"ICEV-G","Light truck",1994,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1995,"Default","No weight control",10.0341525602076,"L/100km"
"ICEV-G","Light truck",1995,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1996,"Default","No weight control",10.0832066730649,"L/100km"
"ICEV-G","Light truck",1996,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1997,"Default","No weight control",10.0659968656514,"L/100km"
"ICEV-G","Light truck",1997,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1998,"Default","No weight control",10.0726809335944,"L/100km"
"ICEV-G","Light truck",1998,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",1999,"Default","No weight control",10.3672814827364,"L/100km"
"ICEV-G","Light truck",1999,"Default","No weight control",14.1505528687945,"L/100km"
"ICEV-G","Car",2000,"Default","No weight control",10.4569213586246,"L/100km"
"ICEV-G","Light truck",2000,"Default","No weight control",13.9679103886248,"L/100km"
"ICEV-G","Car",2001,"Default","No weight control",10.4024268065219,"L/100km"
"ICEV-G","Light truck",2001,"Default","No weight control",14.2447278198807,"L/100km"
"ICEV-G","Car",2002,"Default","No weight control",10.3391395579159,"L/100km"
"ICEV-G","Light truck",2002,"Default","No weight control",14.2724576607657,"L/100km"
"ICEV-G","Car",2003,"Default","No weight control",10.2348039408151,"L/100km"
"ICEV-G","Light truck",2003,"Default","No weight control",14.0996157155374,"L/100km"
"ICEV-G","Car",2004,"Default","No weight control",10.3003947293371,"L/100km"
"ICEV-G","Light truck",2004,"Default","No weight control",14.2473487941724,"L/100km"
"ICEV-G","Car",2005,"Default","No weight control",10.1729958506811,"L/100km"
"ICEV-G","Light truck",2005,"Default","No weight control",13.9231421283106,"L/100km"
"ICEV-G","Car",2006,"Default","No weight control",10.2341705099596,"L/100km"
"ICEV-G","Light truck",2006,"Default","No weight control",13.702617780597,"L/100km"
"ICEV-G","Car",2007,"Default","No weight control",9.92445660672369,"L/100km"
"ICEV-G","Light truck",2007,"Default","No weight control",13.5590503033814,"L/100km"
"ICEV-G","Car",2008,"Default","No weight control",9.85077820071075,"L/100km"
"ICEV-G","Light truck",2008,"Default","No weight control",13.2142217304522,"L/100km"
"ICEV-G","Car",2009,"Default","No weight control",9.43466301569216,"L/100km"
"ICEV-G","Light truck",2009,"Default","No weight control",12.7019621860636,"L/100km"
"ICEV-G","Car",2010,"Default","No weight control",9.17268735301316,"L/100km"
"ICEV-G","Light truck",2010,"Default","No weight control",12.5392758981193,"L/100km"
"ICEV-G","Car",2011,"Default","No weight control",9.29863159914992,"L/100km"
"ICEV-G","Light truck",2011,"Default","No weight control",12.3262054639229,"L/100km"
"ICEV-G","Car",2012,"Default","No weight control",8.80335064764682,"L/100km"
"ICEV-G","Light truck",2012,"Default","No weight control",12.211367712477,"L/100km"
"ICEV-G","Car",2013,"Default","No weight control",8.58333422490277,"L/100km"
"ICEV-G","Light truck",2013,"Default","No weight control",11.9156281655131,"L/100km"
"ICEV-G","Car",2014,"Default","No weight control",8.59581393010997,"L/100km"
"ICEV-G","Light truck",2014,"Default","No weight control",11.5800100083282,"L/100km"
"ICEV-G","Car",2015,"Default","No weight control",8.4130358551176,"L/100km"
"ICEV-G","Light truck",2015,"Default","No weight control",11.1897254615892,"L/100km"
"ICEV-G","Car",2016,"Default","No weight control",8.31737932931372,"L/100km"
"ICEV-G","Light truck",2016,"Default","No weight control",11.1111295938864,"L/100km"
"ICEV-G","Car",2017,"Default","No weight control",8.18387474004298,"L/100km"
"ICEV-G","Light truck",2017,"Default","No weight control",11.0275937501177,"L/100km"
"ICEV-G","Car",2018,"Default","No weight control",8.18387474004298,"L/100km"
"ICEV-G","Light truck",2018,"Default","No weight control",11.0275937501177,"L/100km"
"ICEV-G","Car",2019,"Default","No weight control",8.18387474004298,"L/100km"
"ICEV-G","Light truck",2019,"Default","No weight control",11.0275937501177,"L/100km"
"ICEV-G","Car",2020,"Default","No weight control",8.19733714433411,"L/100km"
"ICEV-G","Light truck",2020,"Default","No weight control",11.0410060470423,"L/100km"
"ICEV-G","Car",2021,"Default","No weight control",8.2107968123696,"L/100km"
"ICEV-G","Light truck",2021,"Default","No weight control",11.0544166090131,"L/100km"
"ICEV-G","Car",2022,"Default","No weight control",8.22425376070652,"L/100km"
"ICEV-G","Light truck",2022,"Default","No weight control",11.0678254438153,"L/100km"
"ICEV-G","Car",2023,"Default","No weight control",8.23770800573664,"L/100km"
"ICEV-G","Light truck",2023,"Default","No weight control",11.081232559177,"L/100km"
"ICEV-G","Car",2024,"Default","No weight control",8.25115956368876,"L/100km"
"ICEV-G","Light truck",2024,"Default","No weight control",11.0946379627692,"L/100km"
"ICEV-G","Car",2025,"Default","No weight control",8.26460845063098,"L/100km"
"ICEV-G","Light truck",2025,"Default","No weight control",11.1080416622067,"L/100km"
"ICEV-G","Car",2026,"Default","No weight control",8.27805468247288,"L/100km"
"ICEV-G","Light truck",2026,"Default","No weight control",11.1214436650485,"L/100km"
"ICEV-G","Car",2027,"Default","No weight control",8.29149827496776,"L/100km"
"ICEV-G","Light truck",2027,"Default","No weight control",11.1348439787986,"L/100km"
"ICEV-G","Car",2028,"Default","No weight control",8.3049392437147,"L/100km"
"ICEV-G","Light truck",2028,"Default","No weight control",11.1482426109064,"L/100km"
"ICEV-G","Car",2029,"Default","No weight control",8.31837760416077,"L/100km"
"ICEV-G","Light truck",2029,"Default","No weight control",11.1616395687672,"L/100km"
"ICEV-G","Car",2030,"Default","No weight control",8.331813371603,"L/100km"
"ICEV-G","Light truck",2030,"Default","No weight control",11.175034859723,"L/100km"
"ICEV-G","Car",2031,"Default","No weight control",8.34524656119047,"L/100km"
"ICEV-G","Light truck",2031,"Default","No weight control",11.1884284910625,"L/100km"
